user_id,ISBN,Book-Rating,book_title,Book-Author
22625,038550120X,10,A Painted House,JOHN GRISHAM
23768,038550120X,0,A Painted House,JOHN GRISHAM
31315,038550120X,6,A Painted House,JOHN GRISHAM
33974,038550120X,8,A Painted House,JOHN GRISHAM
37712,038550120X,0,A Painted House,JOHN GRISHAM
39646,038550120X,0,A Painted House,JOHN GRISHAM
39773,038550120X,0,A Painted House,JOHN GRISHAM
40889,038550120X,0,A Painted House,JOHN GRISHAM
41841,038550120X,0,A Painted House,JOHN GRISHAM
43842,038550120X,0,A Painted House,JOHN GRISHAM
53174,038550120X,0,A Painted House,JOHN GRISHAM
60337,038550120X,8,A Painted House,JOHN GRISHAM
64436,038550120X,9,A Painted House,JOHN GRISHAM
76151,038550120X,10,A Painted House,JOHN GRISHAM
87746,038550120X,0,A Painted House,JOHN GRISHAM
91832,038550120X,0,A Painted House,JOHN GRISHAM
96054,038550120X,0,A Painted House,JOHN GRISHAM
98741,038550120X,0,A Painted House,JOHN GRISHAM
100846,038550120X,8,A Painted House,JOHN GRISHAM
105979,038550120X,0,A Painted House,JOHN GRISHAM
111174,038550120X,6,A Painted House,JOHN GRISHAM
113519,038550120X,0,A Painted House,JOHN GRISHAM
114368,038550120X,9,A Painted House,JOHN GRISHAM
115003,038550120X,8,A Painted House,JOHN GRISHAM
125519,038550120X,9,A Painted House,JOHN GRISHAM
130571,038550120X,8,A Painted House,JOHN GRISHAM
135265,038550120X,0,A Painted House,JOHN GRISHAM
140358,038550120X,5,A Painted House,JOHN GRISHAM
145641,038550120X,7,A Painted House,JOHN GRISHAM
147847,038550120X,0,A Painted House,JOHN GRISHAM
148258,038550120X,0,A Painted House,JOHN GRISHAM
149069,038550120X,10,A Painted House,JOHN GRISHAM
159033,038550120X,0,A Painted House,JOHN GRISHAM
160819,038550120X,0,A Painted House,JOHN GRISHAM
162639,038550120X,0,A Painted House,JOHN GRISHAM
173415,038550120X,0,A Painted House,JOHN GRISHAM
183995,038550120X,0,A Painted House,JOHN GRISHAM
187256,038550120X,9,A Painted House,JOHN GRISHAM
206534,038550120X,0,A Painted House,JOHN GRISHAM
208829,038550120X,0,A Painted House,JOHN GRISHAM
210485,038550120X,7,A Painted House,JOHN GRISHAM
230522,038550120X,0,A Painted House,JOHN GRISHAM
234359,038550120X,0,A Painted House,JOHN GRISHAM
235842,038550120X,0,A Painted House,JOHN GRISHAM
236172,038550120X,0,A Painted House,JOHN GRISHAM
238781,038550120X,0,A Painted House,JOHN GRISHAM
246513,038550120X,0,A Painted House,JOHN GRISHAM
251422,038550120X,0,A Painted House,JOHN GRISHAM
251613,038550120X,0,A Painted House,JOHN GRISHAM
252222,038550120X,0,A Painted House,JOHN GRISHAM
252820,038550120X,7,A Painted House,JOHN GRISHAM
256402,038550120X,0,A Painted House,JOHN GRISHAM
259629,038550120X,8,A Painted House,JOHN GRISHAM
277427,0425115801,0,Lightning,Dean R. Koontz
13552,0425115801,10,Lightning,Dean R. Koontz
14521,0425115801,0,Lightning,Dean R. Koontz
16795,0425115801,8,Lightning,Dean R. Koontz
23768,0425115801,0,Lightning,Dean R. Koontz
25981,0425115801,10,Lightning,Dean R. Koontz
28204,0425115801,0,Lightning,Dean R. Koontz
31826,0425115801,10,Lightning,Dean R. Koontz
35859,0425115801,0,Lightning,Dean R. Koontz
38023,0425115801,0,Lightning,Dean R. Koontz
43842,0425115801,0,Lightning,Dean R. Koontz
44728,0425115801,0,Lightning,Dean R. Koontz
51883,0425115801,0,Lightning,Dean R. Koontz
52584,0425115801,0,Lightning,Dean R. Koontz
76352,0425115801,0,Lightning,Dean R. Koontz
95903,0425115801,0,Lightning,Dean R. Koontz
107784,0425115801,5,Lightning,Dean R. Koontz
110973,0425115801,0,Lightning,Dean R. Koontz
112881,0425115801,0,Lightning,Dean R. Koontz
114444,0425115801,0,Lightning,Dean R. Koontz
115120,0425115801,0,Lightning,Dean R. Koontz
120093,0425115801,0,Lightning,Dean R. Koontz
126736,0425115801,0,Lightning,Dean R. Koontz
131046,0425115801,0,Lightning,Dean R. Koontz
133689,0425115801,0,Lightning,Dean R. Koontz
135045,0425115801,9,Lightning,Dean R. Koontz
135149,0425115801,0,Lightning,Dean R. Koontz
135458,0425115801,0,Lightning,Dean R. Koontz
140000,0425115801,0,Lightning,Dean R. Koontz
158295,0425115801,7,Lightning,Dean R. Koontz
168064,0425115801,8,Lightning,Dean R. Koontz
170575,0425115801,0,Lightning,Dean R. Koontz
172030,0425115801,0,Lightning,Dean R. Koontz
184299,0425115801,9,Lightning,Dean R. Koontz
185233,0425115801,0,Lightning,Dean R. Koontz
190708,0425115801,0,Lightning,Dean R. Koontz
195694,0425115801,0,Lightning,Dean R. Koontz
198711,0425115801,0,Lightning,Dean R. Koontz
203968,0425115801,0,Lightning,Dean R. Koontz
206534,0425115801,0,Lightning,Dean R. Koontz
207782,0425115801,0,Lightning,Dean R. Koontz
208671,0425115801,8,Lightning,Dean R. Koontz
209373,0425115801,0,Lightning,Dean R. Koontz
211426,0425115801,0,Lightning,Dean R. Koontz
216683,0425115801,8,Lightning,Dean R. Koontz
224435,0425115801,0,Lightning,Dean R. Koontz
225087,0425115801,0,Lightning,Dean R. Koontz
225989,0425115801,0,Lightning,Dean R. Koontz
226879,0425115801,0,Lightning,Dean R. Koontz
231827,0425115801,0,Lightning,Dean R. Koontz
235392,0425115801,0,Lightning,Dean R. Koontz
235935,0425115801,0,Lightning,Dean R. Koontz
245827,0425115801,0,Lightning,Dean R. Koontz
252848,0425115801,0,Lightning,Dean R. Koontz
253821,0425115801,0,Lightning,Dean R. Koontz
254971,0425115801,0,Lightning,Dean R. Koontz
261829,0425115801,0,Lightning,Dean R. Koontz
268032,0425115801,0,Lightning,Dean R. Koontz
268330,0425115801,0,Lightning,Dean R. Koontz
271284,0425115801,0,Lightning,Dean R. Koontz
274061,0425115801,0,Lightning,Dean R. Koontz
8681,0553561618,0,Dark Paradise,TAMI HOAG
11676,0553561618,0,Dark Paradise,TAMI HOAG
12824,0553561618,8,Dark Paradise,TAMI HOAG
23872,0553561618,5,Dark Paradise,TAMI HOAG
28591,0553561618,0,Dark Paradise,TAMI HOAG
29259,0553561618,0,Dark Paradise,TAMI HOAG
30972,0553561618,0,Dark Paradise,TAMI HOAG
31315,0553561618,9,Dark Paradise,TAMI HOAG
32195,0553561618,0,Dark Paradise,TAMI HOAG
35859,0553561618,0,Dark Paradise,TAMI HOAG
44728,0553561618,0,Dark Paradise,TAMI HOAG
55892,0553561618,8,Dark Paradise,TAMI HOAG
56856,0553561618,0,Dark Paradise,TAMI HOAG
69697,0553561618,0,Dark Paradise,TAMI HOAG
70052,0553561618,7,Dark Paradise,TAMI HOAG
70415,0553561618,8,Dark Paradise,TAMI HOAG
73394,0553561618,0,Dark Paradise,TAMI HOAG
78973,0553561618,6,Dark Paradise,TAMI HOAG
85993,0553561618,0,Dark Paradise,TAMI HOAG
87746,0553561618,0,Dark Paradise,TAMI HOAG
88937,0553561618,0,Dark Paradise,TAMI HOAG
95903,0553561618,0,Dark Paradise,TAMI HOAG
102275,0553561618,0,Dark Paradise,TAMI HOAG
106816,0553561618,0,Dark Paradise,TAMI HOAG
107021,0553561618,0,Dark Paradise,TAMI HOAG
110973,0553561618,0,Dark Paradise,TAMI HOAG
113270,0553561618,0,Dark Paradise,TAMI HOAG
114414,0553561618,0,Dark Paradise,TAMI HOAG
115120,0553561618,0,Dark Paradise,TAMI HOAG
123981,0553561618,0,Dark Paradise,TAMI HOAG
127233,0553561618,0,Dark Paradise,TAMI HOAG
130474,0553561618,0,Dark Paradise,TAMI HOAG
130571,0553561618,0,Dark Paradise,TAMI HOAG
153662,0553561618,0,Dark Paradise,TAMI HOAG
158295,0553561618,7,Dark Paradise,TAMI HOAG
159858,0553561618,0,Dark Paradise,TAMI HOAG
164323,0553561618,0,Dark Paradise,TAMI HOAG
166123,0553561618,0,Dark Paradise,TAMI HOAG
166596,0553561618,0,Dark Paradise,TAMI HOAG
169233,0553561618,0,Dark Paradise,TAMI HOAG
182085,0553561618,5,Dark Paradise,TAMI HOAG
182086,0553561618,0,Dark Paradise,TAMI HOAG
185233,0553561618,0,Dark Paradise,TAMI HOAG
198711,0553561618,0,Dark Paradise,TAMI HOAG
200226,0553561618,7,Dark Paradise,TAMI HOAG
200674,0553561618,0,Dark Paradise,TAMI HOAG
203968,0553561618,0,Dark Paradise,TAMI HOAG
204591,0553561618,0,Dark Paradise,TAMI HOAG
207349,0553561618,9,Dark Paradise,TAMI HOAG
208147,0553561618,0,Dark Paradise,TAMI HOAG
212898,0553561618,0,Dark Paradise,TAMI HOAG
225087,0553561618,0,Dark Paradise,TAMI HOAG
225199,0553561618,0,Dark Paradise,TAMI HOAG
225810,0553561618,0,Dark Paradise,TAMI HOAG
226545,0553561618,0,Dark Paradise,TAMI HOAG
231210,0553561618,0,Dark Paradise,TAMI HOAG
236283,0553561618,0,Dark Paradise,TAMI HOAG
238781,0553561618,0,Dark Paradise,TAMI HOAG
242106,0553561618,0,Dark Paradise,TAMI HOAG
244349,0553561618,0,Dark Paradise,TAMI HOAG
246655,0553561618,0,Dark Paradise,TAMI HOAG
247752,0553561618,0,Dark Paradise,TAMI HOAG
251843,0553561618,10,Dark Paradise,TAMI HOAG
264031,0553561618,0,Dark Paradise,TAMI HOAG
265115,0553561618,0,Dark Paradise,TAMI HOAG
269566,0553561618,0,Dark Paradise,TAMI HOAG
269719,0553561618,0,Dark Paradise,TAMI HOAG
278418,055356451X,0,Night Sins,TAMI HOAG
11676,055356451X,9,Night Sins,TAMI HOAG
13552,055356451X,0,Night Sins,TAMI HOAG
14521,055356451X,0,Night Sins,TAMI HOAG
15418,055356451X,0,Night Sins,TAMI HOAG
16634,055356451X,0,Night Sins,TAMI HOAG
16795,055356451X,0,Night Sins,TAMI HOAG
23768,055356451X,0,Night Sins,TAMI HOAG
26516,055356451X,9,Night Sins,TAMI HOAG
30972,055356451X,8,Night Sins,TAMI HOAG
32195,055356451X,0,Night Sins,TAMI HOAG
35050,055356451X,0,Night Sins,TAMI HOAG
41841,055356451X,0,Night Sins,TAMI HOAG
56856,055356451X,0,Night Sins,TAMI HOAG
66680,055356451X,0,Night Sins,TAMI HOAG
69042,055356451X,0,Night Sins,TAMI HOAG
69697,055356451X,0,Night Sins,TAMI HOAG
73394,055356451X,0,Night Sins,TAMI HOAG
76352,055356451X,0,Night Sins,TAMI HOAG
78973,055356451X,7,Night Sins,TAMI HOAG
85701,055356451X,0,Night Sins,TAMI HOAG
87141,055356451X,0,Night Sins,TAMI HOAG
104636,055356451X,0,Night Sins,TAMI HOAG
111947,055356451X,0,Night Sins,TAMI HOAG
113270,055356451X,9,Night Sins,TAMI HOAG
114414,055356451X,0,Night Sins,TAMI HOAG
115120,055356451X,0,Night Sins,TAMI HOAG
120093,055356451X,0,Night Sins,TAMI HOAG
123981,055356451X,0,Night Sins,TAMI HOAG
124942,055356451X,0,Night Sins,TAMI HOAG
126736,055356451X,4,Night Sins,TAMI HOAG
127233,055356451X,0,Night Sins,TAMI HOAG
136382,055356451X,0,Night Sins,TAMI HOAG
137688,055356451X,8,Night Sins,TAMI HOAG
147965,055356451X,0,Night Sins,TAMI HOAG
149069,055356451X,0,Night Sins,TAMI HOAG
152186,055356451X,8,Night Sins,TAMI HOAG
158295,055356451X,7,Night Sins,TAMI HOAG
159858,055356451X,0,Night Sins,TAMI HOAG
160819,055356451X,0,Night Sins,TAMI HOAG
169699,055356451X,7,Night Sins,TAMI HOAG
172742,055356451X,0,Night Sins,TAMI HOAG
173291,055356451X,0,Night Sins,TAMI HOAG
175003,055356451X,0,Night Sins,TAMI HOAG
177458,055356451X,0,Night Sins,TAMI HOAG
182085,055356451X,0,Night Sins,TAMI HOAG
182086,055356451X,0,Night Sins,TAMI HOAG
185233,055356451X,0,Night Sins,TAMI HOAG
186570,055356451X,0,Night Sins,TAMI HOAG
189516,055356451X,0,Night Sins,TAMI HOAG
190459,055356451X,6,Night Sins,TAMI HOAG
190925,055356451X,0,Night Sins,TAMI HOAG
194669,055356451X,0,Night Sins,TAMI HOAG
196047,055356451X,0,Night Sins,TAMI HOAG
198711,055356451X,0,Night Sins,TAMI HOAG
200226,055356451X,0,Night Sins,TAMI HOAG
200674,055356451X,0,Night Sins,TAMI HOAG
208147,055356451X,0,Night Sins,TAMI HOAG
208568,055356451X,10,Night Sins,TAMI HOAG
217375,055356451X,0,Night Sins,TAMI HOAG
225087,055356451X,10,Night Sins,TAMI HOAG
226545,055356451X,0,Night Sins,TAMI HOAG
227520,055356451X,0,Night Sins,TAMI HOAG
230249,055356451X,0,Night Sins,TAMI HOAG
232131,055356451X,0,Night Sins,TAMI HOAG
232945,055356451X,0,Night Sins,TAMI HOAG
236959,055356451X,0,Night Sins,TAMI HOAG
238120,055356451X,0,Night Sins,TAMI HOAG
242106,055356451X,0,Night Sins,TAMI HOAG
242824,055356451X,0,Night Sins,TAMI HOAG
247752,055356451X,10,Night Sins,TAMI HOAG
251843,055356451X,10,Night Sins,TAMI HOAG
258185,055356451X,9,Night Sins,TAMI HOAG
11676,0451192001,0,How Stella Got Her Groove Back,Terry McMillan
13273,0451192001,0,How Stella Got Her Groove Back,Terry McMillan
26544,0451192001,0,How Stella Got Her Groove Back,Terry McMillan
31315,0451192001,0,How Stella Got Her Groove Back,Terry McMillan
32773,0451192001,0,How Stella Got Her Groove Back,Terry McMillan
43246,0451192001,0,How Stella Got Her Groove Back,Terry McMillan
46398,0451192001,0,How Stella Got Her Groove Back,Terry McMillan
50225,0451192001,0,How Stella Got Her Groove Back,Terry McMillan
52584,0451192001,0,How Stella Got Her Groove Back,Terry McMillan
55548,0451192001,0,How Stella Got Her Groove Back,Terry McMillan
75860,0451192001,0,How Stella Got Her Groove Back,Terry McMillan
85656,0451192001,0,How Stella Got Her Groove Back,Terry McMillan
91832,0451192001,0,How Stella Got Her Groove Back,Terry McMillan
94347,0451192001,0,How Stella Got Her Groove Back,Terry McMillan
106225,0451192001,0,How Stella Got Her Groove Back,Terry McMillan
112881,0451192001,0,How Stella Got Her Groove Back,Terry McMillan
114868,0451192001,0,How Stella Got Her Groove Back,Terry McMillan
115120,0451192001,0,How Stella Got Her Groove Back,Terry McMillan
123981,0451192001,0,How Stella Got Her Groove Back,Terry McMillan
126604,0451192001,6,How Stella Got Her Groove Back,Terry McMillan
127233,0451192001,0,How Stella Got Her Groove Back,Terry McMillan
127914,0451192001,0,How Stella Got Her Groove Back,Terry McMillan
129851,0451192001,0,How Stella Got Her Groove Back,Terry McMillan
131046,0451192001,0,How Stella Got Her Groove Back,Terry McMillan
144531,0451192001,0,How Stella Got Her Groove Back,Terry McMillan
148744,0451192001,0,How Stella Got Her Groove Back,Terry McMillan
159033,0451192001,0,How Stella Got Her Groove Back,Terry McMillan
166596,0451192001,0,How Stella Got Her Groove Back,Terry McMillan
168047,0451192001,10,How Stella Got Her Groove Back,Terry McMillan
186570,0451192001,0,How Stella Got Her Groove Back,Terry McMillan
189516,0451192001,0,How Stella Got Her Groove Back,Terry McMillan
189835,0451192001,0,How Stella Got Her Groove Back,Terry McMillan
190459,0451192001,0,How Stella Got Her Groove Back,Terry McMillan
196077,0451192001,0,How Stella Got Her Groove Back,Terry McMillan
205735,0451192001,0,How Stella Got Her Groove Back,Terry McMillan
208147,0451192001,0,How Stella Got Her Groove Back,Terry McMillan
209756,0451192001,5,How Stella Got Her Groove Back,Terry McMillan
211426,0451192001,0,How Stella Got Her Groove Back,Terry McMillan
231210,0451192001,8,How Stella Got Her Groove Back,Terry McMillan
235105,0451192001,0,How Stella Got Her Groove Back,Terry McMillan
238120,0451192001,0,How Stella Got Her Groove Back,Terry McMillan
238545,0451192001,0,How Stella Got Her Groove Back,Terry McMillan
250764,0451192001,0,How Stella Got Her Groove Back,Terry McMillan
269566,0451192001,0,How Stella Got Her Groove Back,Terry McMillan
271284,0451192001,0,How Stella Got Her Groove Back,Terry McMillan
278418,0671537458,0,Waiting to Exhale,Terry McMillan
7346,0671537458,0,Waiting to Exhale,Terry McMillan
8936,0671537458,0,Waiting to Exhale,Terry McMillan
11601,0671537458,0,Waiting to Exhale,Terry McMillan
11676,0671537458,8,Waiting to Exhale,Terry McMillan
12982,0671537458,7,Waiting to Exhale,Terry McMillan
14521,0671537458,0,Waiting to Exhale,Terry McMillan
24921,0671537458,0,Waiting to Exhale,Terry McMillan
33974,0671537458,0,Waiting to Exhale,Terry McMillan
36836,0671537458,0,Waiting to Exhale,Terry McMillan
52584,0671537458,0,Waiting to Exhale,Terry McMillan
60244,0671537458,0,Waiting to Exhale,Terry McMillan
65258,0671537458,0,Waiting to Exhale,Terry McMillan
69405,0671537458,7,Waiting to Exhale,Terry McMillan
76818,0671537458,0,Waiting to Exhale,Terry McMillan
82407,0671537458,0,Waiting to Exhale,Terry McMillan
85656,0671537458,0,Waiting to Exhale,Terry McMillan
88283,0671537458,0,Waiting to Exhale,Terry McMillan
91203,0671537458,0,Waiting to Exhale,Terry McMillan
91832,0671537458,0,Waiting to Exhale,Terry McMillan
95932,0671537458,0,Waiting to Exhale,Terry McMillan
105517,0671537458,0,Waiting to Exhale,Terry McMillan
125692,0671537458,0,Waiting to Exhale,Terry McMillan
135149,0671537458,0,Waiting to Exhale,Terry McMillan
137589,0671537458,7,Waiting to Exhale,Terry McMillan
150968,0671537458,0,Waiting to Exhale,Terry McMillan
161752,0671537458,0,Waiting to Exhale,Terry McMillan
166596,0671537458,0,Waiting to Exhale,Terry McMillan
167800,0671537458,0,Waiting to Exhale,Terry McMillan
169233,0671537458,0,Waiting to Exhale,Terry McMillan
178199,0671537458,0,Waiting to Exhale,Terry McMillan
178667,0671537458,0,Waiting to Exhale,Terry McMillan
186570,0671537458,0,Waiting to Exhale,Terry McMillan
189516,0671537458,0,Waiting to Exhale,Terry McMillan
189835,0671537458,0,Waiting to Exhale,Terry McMillan
194600,0671537458,0,Waiting to Exhale,Terry McMillan
205735,0671537458,0,Waiting to Exhale,Terry McMillan
208141,0671537458,0,Waiting to Exhale,Terry McMillan
208147,0671537458,0,Waiting to Exhale,Terry McMillan
209373,0671537458,0,Waiting to Exhale,Terry McMillan
209756,0671537458,6,Waiting to Exhale,Terry McMillan
212645,0671537458,0,Waiting to Exhale,Terry McMillan
217375,0671537458,0,Waiting to Exhale,Terry McMillan
224138,0671537458,0,Waiting to Exhale,Terry McMillan
232131,0671537458,0,Waiting to Exhale,Terry McMillan
235105,0671537458,0,Waiting to Exhale,Terry McMillan
238526,0671537458,0,Waiting to Exhale,Terry McMillan
250184,0671537458,0,Waiting to Exhale,Terry McMillan
251422,0671537458,0,Waiting to Exhale,Terry McMillan
252695,0671537458,8,Waiting to Exhale,Terry McMillan
260897,0671537458,0,Waiting to Exhale,Terry McMillan
263877,0671537458,0,Waiting to Exhale,Terry McMillan
11676,0451166892,0,The Pillars of the Earth,Ken Follett
14521,0451166892,0,The Pillars of the Earth,Ken Follett
16634,0451166892,10,The Pillars of the Earth,Ken Follett
16795,0451166892,0,The Pillars of the Earth,Ken Follett
16916,0451166892,0,The Pillars of the Earth,Ken Follett
20115,0451166892,0,The Pillars of the Earth,Ken Follett
22625,0451166892,9,The Pillars of the Earth,Ken Follett
28204,0451166892,10,The Pillars of the Earth,Ken Follett
29259,0451166892,0,The Pillars of the Earth,Ken Follett
35859,0451166892,0,The Pillars of the Earth,Ken Follett
38023,0451166892,0,The Pillars of the Earth,Ken Follett
43246,0451166892,0,The Pillars of the Earth,Ken Follett
52199,0451166892,0,The Pillars of the Earth,Ken Follett
53174,0451166892,0,The Pillars of the Earth,Ken Follett
53628,0451166892,0,The Pillars of the Earth,Ken Follett
55492,0451166892,0,The Pillars of the Earth,Ken Follett
56856,0451166892,0,The Pillars of the Earth,Ken Follett
60244,0451166892,0,The Pillars of the Earth,Ken Follett
68555,0451166892,0,The Pillars of the Earth,Ken Follett
69355,0451166892,0,The Pillars of the Earth,Ken Follett
76352,0451166892,0,The Pillars of the Earth,Ken Follett
76942,0451166892,0,The Pillars of the Earth,Ken Follett
78783,0451166892,10,The Pillars of the Earth,Ken Follett
82831,0451166892,0,The Pillars of the Earth,Ken Follett
87141,0451166892,8,The Pillars of the Earth,Ken Follett
94923,0451166892,0,The Pillars of the Earth,Ken Follett
100846,0451166892,0,The Pillars of the Earth,Ken Follett
104665,0451166892,0,The Pillars of the Earth,Ken Follett
106225,0451166892,10,The Pillars of the Earth,Ken Follett
110973,0451166892,0,The Pillars of the Earth,Ken Follett
113519,0451166892,0,The Pillars of the Earth,Ken Follett
114988,0451166892,7,The Pillars of the Earth,Ken Follett
120548,0451166892,0,The Pillars of the Earth,Ken Follett
124487,0451166892,0,The Pillars of the Earth,Ken Follett
130571,0451166892,0,The Pillars of the Earth,Ken Follett
131837,0451166892,0,The Pillars of the Earth,Ken Follett
133689,0451166892,0,The Pillars of the Earth,Ken Follett
135045,0451166892,0,The Pillars of the Earth,Ken Follett
136010,0451166892,0,The Pillars of the Earth,Ken Follett
136252,0451166892,0,The Pillars of the Earth,Ken Follett
137589,0451166892,0,The Pillars of the Earth,Ken Follett
140000,0451166892,0,The Pillars of the Earth,Ken Follett
147847,0451166892,0,The Pillars of the Earth,Ken Follett
149908,0451166892,8,The Pillars of the Earth,Ken Follett
156150,0451166892,10,The Pillars of the Earth,Ken Follett
162639,0451166892,0,The Pillars of the Earth,Ken Follett
164675,0451166892,8,The Pillars of the Earth,Ken Follett
166123,0451166892,0,The Pillars of the Earth,Ken Follett
166596,0451166892,0,The Pillars of the Earth,Ken Follett
170513,0451166892,0,The Pillars of the Earth,Ken Follett
170518,0451166892,0,The Pillars of the Earth,Ken Follett
172512,0451166892,9,The Pillars of the Earth,Ken Follett
172742,0451166892,8,The Pillars of the Earth,Ken Follett
182987,0451166892,0,The Pillars of the Earth,Ken Follett
184299,0451166892,0,The Pillars of the Earth,Ken Follett
185233,0451166892,0,The Pillars of the Earth,Ken Follett
196077,0451166892,0,The Pillars of the Earth,Ken Follett
201290,0451166892,0,The Pillars of the Earth,Ken Follett
203968,0451166892,0,The Pillars of the Earth,Ken Follett
205473,0451166892,0,The Pillars of the Earth,Ken Follett
216444,0451166892,0,The Pillars of the Earth,Ken Follett
217740,0451166892,8,The Pillars of the Earth,Ken Follett
218552,0451166892,0,The Pillars of the Earth,Ken Follett
224349,0451166892,0,The Pillars of the Earth,Ken Follett
225763,0451166892,0,The Pillars of the Earth,Ken Follett
225986,0451166892,0,The Pillars of the Earth,Ken Follett
226879,0451166892,0,The Pillars of the Earth,Ken Follett
227705,0451166892,0,The Pillars of the Earth,Ken Follett
230522,0451166892,0,The Pillars of the Earth,Ken Follett
230708,0451166892,0,The Pillars of the Earth,Ken Follett
231857,0451166892,9,The Pillars of the Earth,Ken Follett
251613,0451166892,0,The Pillars of the Earth,Ken Follett
251843,0451166892,0,The Pillars of the Earth,Ken Follett
251844,0451166892,10,The Pillars of the Earth,Ken Follett
252071,0451166892,0,The Pillars of the Earth,Ken Follett
254971,0451166892,0,The Pillars of the Earth,Ken Follett
258152,0451166892,0,The Pillars of the Earth,Ken Follett
268110,0451166892,0,The Pillars of the Earth,Ken Follett
271284,0451166892,0,The Pillars of the Earth,Ken Follett
273979,0451166892,0,The Pillars of the Earth,Ken Follett
254,0451167317,8,The Dark Half,Stephen King
2276,0451167317,0,The Dark Half,Stephen King
13082,0451167317,0,The Dark Half,Stephen King
13552,0451167317,0,The Dark Half,Stephen King
21014,0451167317,0,The Dark Half,Stephen King
24921,0451167317,0,The Dark Half,Stephen King
26544,0451167317,0,The Dark Half,Stephen King
31826,0451167317,10,The Dark Half,Stephen King
35859,0451167317,8,The Dark Half,Stephen King
36606,0451167317,0,The Dark Half,Stephen King
37950,0451167317,7,The Dark Half,Stephen King
39646,0451167317,0,The Dark Half,Stephen King
52584,0451167317,0,The Dark Half,Stephen King
56856,0451167317,0,The Dark Half,Stephen King
59172,0451167317,7,The Dark Half,Stephen King
66680,0451167317,0,The Dark Half,Stephen King
69971,0451167317,0,The Dark Half,Stephen King
73394,0451167317,0,The Dark Half,Stephen King
76352,0451167317,0,The Dark Half,Stephen King
76818,0451167317,0,The Dark Half,Stephen King
78553,0451167317,0,The Dark Half,Stephen King
78973,0451167317,7,The Dark Half,Stephen King
105517,0451167317,5,The Dark Half,Stephen King
107453,0451167317,0,The Dark Half,Stephen King
107784,0451167317,7,The Dark Half,Stephen King
108285,0451167317,0,The Dark Half,Stephen King
110973,0451167317,0,The Dark Half,Stephen King
120093,0451167317,0,The Dark Half,Stephen King
126492,0451167317,7,The Dark Half,Stephen King
127200,0451167317,0,The Dark Half,Stephen King
135149,0451167317,0,The Dark Half,Stephen King
140358,0451167317,5,The Dark Half,Stephen King
142524,0451167317,0,The Dark Half,Stephen King
146348,0451167317,0,The Dark Half,Stephen King
158295,0451167317,7,The Dark Half,Stephen King
168064,0451167317,0,The Dark Half,Stephen King
172030,0451167317,9,The Dark Half,Stephen King
177432,0451167317,8,The Dark Half,Stephen King
178667,0451167317,5,The Dark Half,Stephen King
184299,0451167317,0,The Dark Half,Stephen King
